Odds_Key,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,Git_tourney_name,W_LN,L_LN,atp_key
1345,31,Paris,French Open,6/6/2010,Grand Slam,Outdoor,Clay,The Final,5,Nadal R.,Soderling R.,2,7,6880,4755,6,4,6,2,6,4,,,,,3,0,Completed,1.25,4,1.22,4,1.29,3.5,1.29,4.05,1.25,4,1.35,4.11,1.26,3.82,Roland Garros,Nadal,Soderling,1
1346,32,Halle,Gerry Weber Open,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Meffert D.,Ferrero J.C.,203,17,235,2095,6,3,7,5,,,,,,,2,0,Completed,6.5,1.1,5.25,1.14,6,1.11,7.02,1.14,6,1.13,7.3,1.15,5.76,1.12,Halle,Meffert,Ferrero,0
1347,32,Halle,Gerry Weber Open,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Lacko L.,Chardy J.,75,55,646,820,7,5,7,6,,,,,,,2,0,Completed,2.5,1.5,2.45,1.5,2.5,1.5,2.48,1.62,2.63,1.44,2.63,1.63,2.39,1.55,Halle,Lacko,Chardy,1
1348,32,Halle,Gerry Weber Open,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,De Bakker T.,Bopanna R.,44,532,940,52,6,4,7,6,,,,,,,2,0,Completed,1.25,3.75,1.25,3.7,1.22,4,1.25,4.55,1.29,3.25,1.3,4.55,1.24,3.84,Halle,De,Bopanna,0
1349,32,Halle,Gerry Weber Open,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Hewitt L.,Luczak P.,32,83,1350,616,6,2,6,2,,,,,,,2,0,Completed,1.06,8,1.1,6.25,1.08,7,1.11,8.19,1.1,7,1.12,8.5,1.1,6.65,Halle,Hewitt,Luczak,1
1350,32,Halle,Gerry Weber Open,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Troicki V.,Garcia-Lopez G.,39,40,1000,1000,6,1,7,6,,,,,,,2,0,Completed,1.83,1.83,1.85,1.9,1.83,1.83,2.01,1.93,1.83,1.83,2.01,2.15,1.86,1.86,Halle,Troicki,Garcia-Lopez,0
1351,32,Halle,Gerry Weber Open,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Petzschner P.,Baghdatis M.,41,26,985,1545,6,4,6,3,,,,,,,2,0,Completed,3.25,1.33,2.8,1.4,3,1.36,3.39,1.38,3,1.36,3.39,1.4,3.02,1.36,Halle,Petzschner,Baghdatis,1
1352,32,Halle,Gerry Weber Open,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Kiefer N.,Youzhny M.,181,14,262,2690,4,6,6,1,7,5,,,,,2,1,Completed,4.33,1.2,3.45,1.28,3.75,1.25,4.45,1.26,4,1.22,4.5,1.28,3.88,1.24,Halle,Kiefer,Youzhny,1
1353,32,Halle,Gerry Weber Open,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Beck A.,Stakhovsky S.,76,71,645,695,6,1,7,5,,,,,,,2,0,Completed,2,1.72,2,1.75,1.83,1.83,2.03,1.9,,,2.12,1.96,1.95,1.79,Halle,Beck,Stakhovsky,1
1354,32,Halle,Gerry Weber Open,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Chiudinelli M.,Rochus O.,61,54,752,822,6,3,2,6,6,3,,,,,2,1,Completed,2.37,1.53,2.3,1.57,2.25,1.57,2.48,1.62,2.25,1.57,2.48,1.65,2.3,1.58,Halle,Chiudinelli,Rochus,1
1355,32,Halle,Gerry Weber Open,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Zverev M.,Serra F.,145,62,361,750,6,4,6,4,,,,,,,2,0,Completed,2.25,1.57,2.05,1.7,2,1.73,2.37,1.67,2.1,1.67,2.37,1.77,2.11,1.68,Halle,Zverev,Serra,1
1356,32,Halle,Gerry Weber Open,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Davydenko N.,Greul S.,5,66,4785,728,7,6,6,0,,,,,,,2,0,Completed,1.4,2.75,1.43,2.65,1.5,2.5,1.52,2.77,1.5,2.5,1.56,2.95,1.46,2.61,Halle,Davydenko,Greul,1
1357,32,Halle,Gerry Weber Open,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Kohlschreiber P.,Bemelmans R.,35,199,1230,236,7,6,6,7,6,4,,,,,2,1,Completed,1.44,2.62,1.5,2.45,1.44,2.63,1.58,2.59,1.4,2.75,1.58,2.75,1.48,2.56,Halle,Kohlschreiber,Bemelmans,1
1358,32,Halle,Gerry Weber Open,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Federer R.,Nieminen J.,2,65,8390,736,6,4,6,4,,,,,,,2,0,Completed,1.02,12,1.02,12,1.02,11,1.03,21,1.04,10,1.05,26,1.02,13.26,Halle,Federer,Nieminen,1
1359,32,Halle,Gerry Weber Open,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Melzer J.,Kudryavtsev A.,16,86,2125,731,3,6,7,6,6,2,,,,,2,1,Completed,1.12,5.5,1.18,4.5,1.17,4.5,1.19,5.62,1.18,4.33,1.2,5.62,1.17,4.7,Halle,Melzer,Kudryavtsev,1
1360,32,Halle,Gerry Weber Open,6/9/2010,ATP250,Outdoor,Grass,1st Round,3,Becker B.,Ledovskikh M.,52,355,839,105,6,4,6,2,,,,,,,2,0,Completed,1.22,4,1.2,4,1.25,3.75,1.22,5.02,1.2,4,1.29,5.02,1.23,3.97,Halle,Becker,Ledovskikh,1
1361,32,Halle,Gerry Weber Open,6/9/2010,ATP250,Outdoor,Grass,1st Round,3,Falla A.,Okun N.,67,273,723,162,6,4,6,3,,,,,,,2,0,Completed,1.44,2.62,1.55,2.35,1.5,2.5,1.55,2.68,1.5,2.5,1.57,2.7,1.5,2.49,Halle,Falla,Okun,1
1362,32,Halle,Gerry Weber Open,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Petzschner P.,Troicki V.,41,39,985,1000,7,6,6,3,,,,,,,2,0,Completed,1.72,2,1.72,2.05,1.67,2.1,1.72,2.27,1.73,2,1.75,2.27,1.69,2.1,Halle,Petzschner,Troicki,1
1363,32,Halle,Gerry Weber Open,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Hewitt L.,De Bakker T.,32,44,1350,940,6,3,6,3,,,,,,,2,0,Completed,1.3,3.4,1.36,3,1.36,3,1.38,3.41,1.36,2.88,1.4,3.85,1.33,3.19,Halle,Hewitt,De,0
1364,32,Halle,Gerry Weber Open,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Beck A.,Kiefer N.,76,181,645,262,6,2,3,6,7,6,,,,,2,1,Completed,2.5,1.5,2.45,1.5,2.2,1.62,2.49,1.61,2.5,1.5,2.65,1.65,2.35,1.56,Halle,Beck,Kiefer,1
1365,32,Halle,Gerry Weber Open,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Lacko L.,Meffert D.,75,203,646,235,2,6,6,4,6,3,,,,,2,1,Completed,1.53,2.37,1.6,2.25,1.62,2.2,1.6,2.55,1.53,2.38,1.67,2.55,1.58,2.3,Halle,Lacko,Meffert,1
1366,32,Halle,Gerry Weber Open,6/10/2010,ATP250,Outdoor,Grass,2nd Round,3,Kohlschreiber P.,Chiudinelli M.,35,61,1230,752,6,4,7,5,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.29,3.5,1.31,3.93,1.25,3.5,1.31,4.25,1.27,3.59,Halle,Kohlschreiber,Chiudinelli,1
1367,32,Halle,Gerry Weber Open,6/10/2010,ATP250,Outdoor,Grass,2nd Round,3,Zverev M.,Melzer J.,145,16,361,2125,3,6,7,6,7,6,,,,,2,1,Completed,3.5,1.28,3,1.35,3.25,1.33,3.62,1.34,3,1.33,3.62,1.44,3.19,1.33,Halle,Zverev,Melzer,1
1368,32,Halle,Gerry Weber Open,6/10/2010,ATP250,Outdoor,Grass,2nd Round,3,Federer R.,Falla A.,2,67,8390,723,6,1,6,2,,,,,,,2,0,Completed,1.01,15,1.01,15,1.01,17,1.01,48.5,1.01,17,1.02,48.5,1.01,18.86,Halle,Federer,Falla,1
1369,32,Halle,Gerry Weber Open,6/10/2010,ATP250,Outdoor,Grass,2nd Round,3,Becker B.,Davydenko N.,52,5,839,4785,6,3,6,4,,,,,,,2,0,Completed,2,1.72,2,1.7,2,1.73,2.17,1.79,2,1.73,2.2,1.91,2.04,1.73,Halle,Becker,Davydenko,1
1370,32,Halle,Gerry Weber Open,6/11/2010,ATP250,Outdoor,Grass,Quarterfinals,3,Hewitt L.,Beck A.,32,76,1350,645,7,6,6,1,,,,,,,2,0,Completed,1.16,4.5,1.2,4.25,1.17,4.5,1.26,4.4,1.2,4,1.32,4.55,1.22,4.06,Halle,Hewitt,Beck,1
1371,32,Halle,Gerry Weber Open,6/11/2010,ATP250,Outdoor,Grass,Quarterfinals,3,Becker B.,Zverev M.,52,145,839,361,7,6,6,0,,,,,,,2,0,Completed,1.44,2.62,1.5,2.5,1.44,2.62,1.57,2.61,1.5,2.5,,,,,Halle,Becker,Zverev,1
1372,32,Halle,Gerry Weber Open,6/11/2010,ATP250,Outdoor,Grass,Quarterfinals,3,Petzschner P.,Lacko L.,41,75,985,646,6,4,6,3,,,,,,,2,0,Completed,1.28,3.5,1.33,3.1,1.36,3,1.37,3.39,1.33,3.2,1.37,3.5,1.33,3.19,Halle,Petzschner,Lacko,1
1373,32,Halle,Gerry Weber Open,6/11/2010,ATP250,Outdoor,Grass,Quarterfinals,3,Federer R.,Kohlschreiber P.,2,35,8390,1230,7,5,6,3,,,,,,,2,0,Completed,1.06,8,1.05,8.5,1.05,8.5,1.09,9.6,1.05,9,1.09,12,1.05,8.85,Halle,Federer,Kohlschreiber,1
1374,32,Halle,Gerry Weber Open,6/12/2010,ATP250,Outdoor,Grass,Semifinals,3,Hewitt L.,Becker B.,32,52,1350,839,6,7,7,6,6,2,,,,,2,1,Completed,1.4,2.75,1.45,2.6,1.44,2.63,1.52,2.78,1.44,2.75,1.52,3,1.44,2.7,Halle,Hewitt,Becker,1
1375,32,Halle,Gerry Weber Open,6/12/2010,ATP250,Outdoor,Grass,Semifinals,3,Federer R.,Petzschner P.,2,41,8390,985,7,6,6,4,,,,,,,2,0,Completed,1.04,10,1.03,10,1.03,10,1.06,13.4,1.04,10,1.06,13.4,1.04,10.1,Halle,Federer,Petzschner,1
1376,32,Halle,Gerry Weber Open,6/13/2010,ATP250,Outdoor,Grass,The Final,3,Hewitt L.,Federer R.,32,1350,2,8390,3,6,7,6,6,4,,,,,2,1,Completed,7.5,1.08,5.5,1.12,6.5,1.1,8.33,1.11,7.5,1.07,8.4,1.13,6.68,1.1,Halle,Hewitt,Federer,1
1377,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Istomin D.,Baker J.,72,254,660,182,6,1,6,4,,,,,,,2,0,Completed,1.25,3.75,1.2,4.25,1.22,4,1.25,4.54,1.2,4,1.29,4.6,1.22,4.07,Queen's Club,Istomin,Baker,1
1378,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Sela D.,Guccione C.,63,220,745,215,6,7,7,6,6,4,,,,,2,1,Completed,1.57,2.25,1.62,2.2,1.57,2.25,1.62,2.48,1.62,2.2,1.67,2.55,1.61,2.25,Queen's Club,Sela,Guccione,1
1379,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Kunitsyn I.,Marchenko I.,105,79,491,627,1,6,6,4,6,3,,,,,2,1,Completed,2.25,1.57,2.15,1.65,2.1,1.67,2.36,1.68,2,1.73,2.36,1.8,2.14,1.66,Queen's Club,Kunitsyn,Marchenko,1
1380,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Llodra M.,Golubev A.,47,77,879,633,6,3,6,2,,,,,,,2,0,Completed,1.4,2.75,1.45,2.6,1.44,2.63,1.45,3.05,1.44,2.63,1.5,3.05,1.42,2.75,Queen's Club,Llodra,Golubev,1
1381,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Levine J.,Harrison R.,116,240,434,199,6,3,6,3,,,,,,,2,0,Completed,1.61,2.2,1.72,2.05,1.73,2,1.77,2.2,1.67,2.1,1.77,2.23,1.68,2.11,Queen's Club,Levine,Harrison,1
1382,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Benneteau J.,Clement A.,38,87,1059,600,6,2,6,4,,,,,,,2,0,Completed,1.57,2.25,1.7,2.05,1.57,2.25,1.73,2.26,1.62,2.2,1.82,2.3,1.66,2.16,Queen's Club,Benneteau,Clement,1
1383,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Ginepri R.,Ward J.,70,344,708,111,6,3,7,5,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.29,3.5,1.29,4.14,1.25,3.5,1.31,4.33,1.27,3.58,Queen's Club,Ginepri,Ward,1
1384,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Navarro-Pastor I.,Koellerer D.,108,109,456,450,6,3,6,4,,,,,,,2,0,Completed,1.11,6,1.14,5.1,1.06,6,1.12,8.08,,,1.29,9,1.11,6.57,Queen's Club,Navarro-Pastor,Koellerer,0
1385,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Muller G.,Przysiezny M.,208,94,225,570,7,6,6,3,,,,,,,2,0,Completed,1.5,2.5,1.62,2.2,1.62,2.2,1.57,2.62,1.57,2.25,1.62,2.62,1.56,2.35,Queen's Club,Muller,Przysiezny,1
1386,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Schuettler R.,Gimeno-Traver D.,82,70,622,708,6,1,6,2,,,,,,,2,0,Completed,1.4,2.75,1.4,2.8,1.44,2.63,1.48,2.92,1.4,2.75,1.48,3.09,1.41,2.77,Queen's Club,Schuettler,Gimeno-Traver,0
1387,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Anderson K.,Dent T.,95,97,563,551,6,7,6,3,7,5,,,,,2,1,Completed,1.83,1.83,1.87,1.87,1.83,1.83,1.86,2.07,1.83,1.83,2,2.07,1.87,1.86,Queen's Club,Anderson,Dent,1
1388,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Gasquet R.,Nishikori K.,45,201,930,235,6,3,6,3,,,,,,,2,0,Completed,1.16,4.5,1.2,4.25,1.25,3.75,1.23,4.77,1.2,4,1.27,4.77,1.21,4.18,Queen's Club,Gasquet,Nishikori,1
1389,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Lorenzi P.,Riba P.,96,91,560,589,6,4,6,4,,,,,,,2,0,Completed,2.1,1.66,2.2,1.62,1.67,1.62,2.16,1.79,,,2.35,1.95,2.02,1.71,Queen's Club,Lorenzi,Riba,1
1390,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Ram R.,Beck K.,93,85,578,611,1,6,6,3,6,4,,,,,2,1,Completed,2,1.72,1.9,1.85,1.83,1.83,2.08,1.85,1.91,1.8,2.11,1.95,1.92,1.81,Queen's Club,Ram,Beck,1
1391,33,Queens Club,AEGON Championships,6/7/2010,ATP250,Outdoor,Grass,1st Round,3,Daniel M.,Kavcic B.,112,120,446,427,6,1,6,4,,,,,,,2,0,Completed,3,1.36,2.8,1.4,2.75,1.4,3.38,1.38,2.75,1.4,3.38,1.4,2.97,1.37,Queen's Club,Daniel,Kavcic,1
1392,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Dimitrov G.,Bogdanovic A.,360,166,102,295,4,6,6,3,6,4,,,,,2,1,Completed,2.25,1.57,2.25,1.6,2.1,1.67,2.4,1.66,2.1,1.67,2.47,1.69,2.24,1.61,Queen's Club,Dimitrov,Bogdanovic,1
1393,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Fish M.,Devvarman S.,90,104,591,494,6,1,6,4,,,,,,,2,0,Completed,1.11,6,1.14,5.25,1.14,5,1.15,6.7,1.17,4.5,1.17,6.7,1.14,5.37,Queen's Club,Fish,Devvarman,1
1394,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Mahut N.,Lu Y.H.,148,80,349,626,7,6,6,4,,,,,,,2,0,Completed,1.28,3.5,1.35,3,1.33,3.25,1.33,3.77,1.33,3,1.4,3.77,1.31,3.31,Queen's Club,Mahut,Lu,0
1395,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Giraldo S.,Korolev E.,58,73,796,655,7,6,4,6,6,3,,,,,2,1,Completed,1.72,2,1.8,1.95,1.73,2,1.97,1.95,1.83,1.83,1.97,2.1,1.8,1.95,Queen's Club,Giraldo,Korolev,1
1396,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Malisse X.,Tursunov D.,74,144,649,362,6,2,7,6,,,,,,,2,0,Completed,1.72,2,1.75,2,1.73,2,1.87,2.07,1.73,2,1.87,2.07,1.76,1.99,Queen's Club,Malisse,Tursunov,1
1397,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Tomic B.,Seppi A.,258,69,176,720,6,3,5,7,6,3,,,,,2,1,Completed,2.75,1.4,2.6,1.45,2.75,1.4,2.81,1.51,2.5,1.5,2.81,1.51,2.65,1.46,Queen's Club,Tomic,Seppi,1
1398,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Brown D.,Dancevic F.,572,169,45,282,7,5,6,7,6,4,,,,,2,1,Completed,3.75,1.25,3.45,1.28,3.5,1.29,3.71,1.33,3.5,1.25,3.75,1.33,3.46,1.29,Queen's Club,Brown,Dancevic,1
1399,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Granollers M.,Tipsarevic J.,84,50,613,860,6,4,3,6,6,3,,,,,2,1,Completed,2.25,1.57,2.05,1.7,2,1.73,2.25,1.74,2,1.73,2.3,1.75,2.13,1.67,Queen's Club,Granollers,Tipsarevic,1
1400,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,1st Round,3,Gicquel M.,Russell M.,127,102,419,519,7,6,6,3,,,,,,,2,0,Completed,1.44,2.62,1.5,2.45,1.53,2.38,1.55,2.67,1.53,2.38,1.6,2.75,1.52,2.44,Queen's Club,Gicquel,Russell,1
1401,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,2nd Round,3,Schuettler R.,Monfils G.,82,20,622,1905,6,3,6,7,6,2,,,,,2,1,Completed,2.62,1.44,2.56,1.42,2.75,1.4,2.8,1.51,2.63,1.44,2.8,1.55,2.63,1.46,Queen's Club,Schuettler,Monfils,1
1402,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,2nd Round,3,Murray A.,Navarro-Pastor I.,4,108,5385,456,7,6,6,3,,,,,,,2,0,Completed,1.02,12,1.02,9.56,1.03,10,1.03,19,1.03,11,1.04,19,1.03,11.82,Queen's Club,Murray,Navarro-Pastor,0
1403,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,2nd Round,3,Gasquet R.,Ram R.,45,93,930,578,6,3,7,5,,,,,,,2,0,Completed,1.07,7.5,1.1,6.5,1.08,7,1.08,10.25,1.07,7,1.1,10.25,1.07,7.59,Queen's Club,Gasquet,Ram,1
1404,33,Queens Club,AEGON Championships,6/8/2010,ATP250,Outdoor,Grass,2nd Round,3,Roddick A.,Kunitsyn I.,7,105,4510,491,6,2,6,1,,,,,,,2,0,Completed,1.04,10,1.04,9,1.02,11,1.04,17,1.03,10,1.05,15.5,1.03,10.66,Queen's Club,Roddick,Kunitsyn,1
1405,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Lopez F.,Dimitrov G.,31,360,1385,102,6,2,6,4,,,,,,,2,0,Completed,1.33,3.25,1.4,2.75,1.36,3,1.42,3.18,1.33,3,1.42,3.3,1.36,3.01,Queen's Club,Lopez,Dimitrov,1
1406,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Sela D.,Muller G.,63,208,745,225,7,5,6,2,,,,,,,2,0,Completed,1.61,2.2,1.72,2.05,1.67,2.1,1.68,2.35,1.62,2.2,1.75,2.35,1.69,2.1,Queen's Club,Sela,Muller,1
1407,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Benneteau J.,Anderson K.,38,95,1059,563,7,5,6,3,,,,,,,2,0,Completed,1.57,2.25,1.72,2.05,1.67,2.1,1.78,2.18,1.73,2,1.81,2.25,1.72,2.06,Queen's Club,Benneteau,Anderson,1
1408,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Fish M.,Giraldo S.,90,58,591,796,7,6,6,2,,,,,,,2,0,Completed,1.22,4,1.3,3.3,1.29,3.5,1.31,3.93,1.29,3.25,1.4,4.25,1.28,3.54,Queen's Club,Fish,Giraldo,1
1409,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Istomin D.,Brown D.,72,572,660,45,7,6,6,4,,,,,,,2,0,Completed,1.36,3,1.45,2.6,1.44,2.63,1.38,3.38,1.4,2.75,1.53,3.38,1.4,2.83,Queen's Club,Istomin,Brown,1
1410,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Nadal R.,Daniel M.,1,112,8700,446,6,2,6,2,,,,,,,2,0,Completed,1.01,15,1.02,12,1.01,17,1.03,21,1.01,15,1.03,24,1.01,15,Queen's Club,Nadal,Daniel,1
1411,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Querrey S.,Ginepri R.,23,70,1675,708,7,6,6,2,,,,,,,2,0,Completed,1.61,2.2,1.55,2.4,1.62,2.2,1.65,2.41,1.62,2.2,1.69,2.63,1.59,2.28,Queen's Club,Querrey,Ginepri,1
1412,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Granollers M.,Gicquel M.,84,127,613,419,6,1,6,4,,,,,,,2,0,Completed,1.9,1.8,2.05,1.72,2.1,1.67,2.18,1.78,2.1,1.67,2.18,1.9,2.03,1.74,Queen's Club,Granollers,Gicquel,1
1413,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Djokovic N.,Lorenzi P.,3,96,6675,560,6,3,6,3,,,,,,,2,0,Completed,1.03,11,1.03,10,1.03,10,1.04,16,1.04,9,1.04,21,1.03,11.44,Queen's Club,Djokovic,Lorenzi,1
1414,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Llodra M.,Levine J.,47,116,879,434,6,4,6,2,,,,,,,2,0,Completed,1.28,3.5,1.3,3.3,1.33,3.25,1.29,4.05,1.33,3,1.33,4.55,1.29,3.47,Queen's Club,Llodra,Levine,1
1415,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Malisse X.,Tomic B.,74,258,649,176,6,2,3,6,6,2,,,,,2,1,Completed,1.4,2.75,1.45,2.6,1.4,2.75,1.43,3.1,1.4,2.75,1.45,3.1,1.42,2.76,Queen's Club,Malisse,Tomic,1
1416,33,Queens Club,AEGON Championships,6/9/2010,ATP250,Outdoor,Grass,2nd Round,3,Cilic M.,Mahut N.,12,148,2945,349,6,7,6,3,6,2,,,,,2,1,Completed,1.36,3,1.45,2.6,1.44,2.63,1.42,3.19,1.4,2.75,1.48,3.2,1.41,2.81,Queen's Club,Cilic,Mahut,1
1417,33,Queens Club,AEGON Championships,6/10/2010,ATP250,Outdoor,Grass,3rd Round,3,Sela D.,Roddick A.,63,7,745,4510,6,4,7,6,,,,,,,2,0,Completed,12,1.02,12,1.02,10,1.03,17,1.04,11,1.02,23,1.04,12.21,1.02,Queen's Club,Sela,Roddick,1
1418,33,Queens Club,AEGON Championships,6/10/2010,ATP250,Outdoor,Grass,3rd Round,3,Querrey S.,Granollers M.,23,84,1675,613,6,4,7,6,,,,,,,2,0,Completed,1.2,4.33,1.2,4.25,1.2,4.33,1.27,4.28,1.25,3.5,1.27,4.5,1.22,4.06,Queen's Club,Querrey,Granollers,1
1419,33,Queens Club,AEGON Championships,6/10/2010,ATP250,Outdoor,Grass,3rd Round,3,Lopez F.,Benneteau J.,31,38,1385,1059,6,2,6,4,,,,,,,2,0,Completed,1.5,2.5,1.55,2.35,1.53,2.38,1.61,2.51,,,1.62,2.62,1.54,2.39,Queen's Club,Lopez,Benneteau,1
1420,33,Queens Club,AEGON Championships,6/10/2010,ATP250,Outdoor,Grass,3rd Round,3,Llodra M.,Cilic M.,47,12,879,2945,7,6,6,2,,,,,,,2,0,Completed,2.62,1.44,2.65,1.45,2.75,1.4,2.67,1.55,2.63,1.44,2.95,1.55,2.59,1.48,Queen's Club,Llodra,Cilic,1
1421,33,Queens Club,AEGON Championships,6/10/2010,ATP250,Outdoor,Grass,3rd Round,3,Nadal R.,Istomin D.,1,72,8700,660,7,6,4,6,6,4,,,,,2,1,Completed,1.01,15,1.01,15,1.01,17,1.03,21,1.01,13,1.08,26,1.02,14.98,Queen's Club,Nadal,Istomin,1
1422,33,Queens Club,AEGON Championships,6/10/2010,ATP250,Outdoor,Grass,3rd Round,3,Schuettler R.,Gasquet R.,82,45,622,930,,,,,,,,,,,,,Walkover,5,1.14,4.25,1.2,4.5,1.17,5.05,1.22,4,1.2,4.9,1.2,4.5,1.18,Queen's Club,Schuettler,Gasquet,1
1423,33,Queens Club,AEGON Championships,6/10/2010,ATP250,Outdoor,Grass,3rd Round,3,Malisse X.,Djokovic N.,74,3,649,6675,6,3,4,6,6,2,,,,,2,1,Completed,4.5,1.16,4.5,1.18,4.5,1.17,4.23,1.28,4,1.2,4.5,1.29,4.08,1.22,Queen's Club,Malisse,Djokovic,1
1424,33,Queens Club,AEGON Championships,6/11/2010,ATP250,Outdoor,Grass,3rd Round,3,Fish M.,Murray A.,90,4,591,5385,6,4,1,6,7,6,,,,,2,1,Completed,5,1.14,4.5,1.18,4.5,1.17,4.68,1.24,4,1.22,5.05,1.25,4.51,1.18,Queen's Club,Fish,Murray,1
1425,33,Queens Club,AEGON Championships,6/11/2010,ATP250,Outdoor,Grass,Quarterfinals,3,Lopez F.,Nadal R.,31,1,1385,8700,7,6,6,4,,,,,,,2,0,Completed,3.25,1.33,2.8,1.4,3,1.36,3.19,1.42,3.25,1.33,3.25,1.42,3.02,1.36,Queen's Club,Lopez,Nadal,1
1426,33,Queens Club,AEGON Championships,6/11/2010,ATP250,Outdoor,Grass,Quarterfinals,3,Fish M.,Llodra M.,90,47,591,879,6,4,6,4,,,,,,,2,0,Completed,1.61,2.2,1.65,2.15,1.67,2.1,1.76,2.22,1.62,2.25,1.8,2.5,1.68,2.13,Queen's Club,Fish,Llodra,1
1427,33,Queens Club,AEGON Championships,6/11/2010,ATP250,Outdoor,Grass,Quarterfinals,3,Querrey S.,Malisse X.,23,74,1675,649,6,3,7,5,,,,,,,2,0,Completed,1.5,2.5,1.5,2.5,1.57,2.25,1.6,2.55,1.53,2.5,1.63,2.7,1.54,2.4,Queen's Club,Querrey,Malisse,1
