Odds_Key,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,Git_tourney_name,W_LN,L_LN,atp_key
2357,55,Tokyo,Rakuten Japan Open Tennis Championships,10/8/2010,ATP500,Outdoor,Hard,Quarterfinals,3,Nadal R.,Tursunov D.,1,432,12070,83,6,4,6,1,,,,,,,2,0,Completed,1.04,10,1.03,10,1.03,10,1.04,17,1.05,9,1.06,17.2,1.03,11.49,Tokyo,Nadal,Tursunov,1
2358,55,Tokyo,Rakuten Japan Open Tennis Championships,10/8/2010,ATP500,Outdoor,Hard,Quarterfinals,3,Troicki V.,Garcia-Lopez G.,54,39,885,1130,6,2,3,6,6,4,,,,,2,1,Completed,1.66,2.1,1.72,2.05,1.67,2.1,1.81,2.14,1.73,2.1,1.85,2.25,1.7,2.09,Tokyo,Troicki,Garcia-Lopez,0
2359,55,Tokyo,Rakuten Japan Open Tennis Championships,10/9/2010,ATP500,Outdoor,Hard,Semifinals,3,Monfils G.,Stepanek R.,15,37,2160,1145,6,3,6,3,,,,,,,2,0,Completed,1.33,3.25,1.3,3.3,1.36,3,1.39,3.35,1.36,3,1.4,3.44,1.35,3.09,Tokyo,Monfils,Stepanek,1
2360,55,Tokyo,Rakuten Japan Open Tennis Championships,10/9/2010,ATP500,Outdoor,Hard,Semifinals,3,Nadal R.,Troicki V.,1,54,12070,885,7,6,4,6,7,6,,,,,2,1,Completed,1.06,8,1.05,8.5,1.06,8,1.08,10.75,1.07,8,1.09,11.69,1.06,8.75,Tokyo,Nadal,Troicki,1
2361,55,Tokyo,Rakuten Japan Open Tennis Championships,10/10/2010,ATP500,Outdoor,Hard,The Final,3,Nadal R.,Monfils G.,1,15,12070,2160,6,1,7,5,,,,,,,2,0,Completed,1.28,3.75,1.3,3.3,1.29,3.5,1.32,3.84,1.29,3.5,1.35,4,1.29,3.51,Tokyo,Nadal,Monfils,1
2362,56,Shanghai,Shanghai Masters,10/10/2010,Masters 1000,Outdoor,Hard,1st Round,3,Robredo T.,Montanes A.,43,23,1075,1610,6,3,7,6,,,,,,,2,0,Completed,1.44,2.62,1.45,2.65,1.5,2.5,1.43,3.1,1.4,2.75,1.52,3.1,1.44,2.7,Shanghai Masters,Robredo,Montanes,1
2363,56,Shanghai,Shanghai Masters,10/10/2010,Masters 1000,Outdoor,Hard,1st Round,3,Dolgopolov O.,Almagro N.,55,16,897,2210,2,6,7,5,7,6,,,,,2,1,Completed,2.62,1.44,2.5,1.5,2.38,1.53,2.88,1.49,,,2.88,1.61,2.5,1.5,Shanghai Masters,Dolgopolov,Almagro,1
2364,56,Shanghai,Shanghai Masters,10/11/2010,Masters 1000,Outdoor,Hard,1st Round,3,Tsonga J.W.,Lopez F.,13,22,2390,1685,7,6,6,3,,,,,,,2,0,Completed,1.66,2.1,1.86,1.88,1.73,2,1.77,2.2,1.67,2.1,1.86,2.2,1.74,2.02,Shanghai Masters,Tsonga,Lopez,0
2365,56,Shanghai,Shanghai Masters,10/11/2010,Masters 1000,Outdoor,Hard,1st Round,3,Garcia-Lopez G.,Schwank E.,35,56,1175,868,6,7,6,2,6,4,,,,,2,1,Completed,1.25,3.75,1.3,3.3,1.29,3.5,1.29,4.11,1.25,3.5,1.33,4.11,1.27,3.6,Shanghai Masters,Garcia-Lopez,Schwank,0
2366,56,Shanghai,Shanghai Masters,10/11/2010,Masters 1000,Outdoor,Hard,1st Round,3,Melzer J.,Yang T.H.,12,279,2560,164,6,4,7,6,,,,,,,2,0,Completed,1.05,9,1.08,7,1.05,8.5,1.06,12.5,1.07,7,1.1,12.5,1.06,8.59,Shanghai Masters,Melzer,Yang,0
2367,56,Shanghai,Shanghai Masters,10/11/2010,Masters 1000,Outdoor,Hard,1st Round,3,Chardy J.,Baghdatis M.,59,18,820,2030,7,6,6,1,,,,,,,2,0,Completed,1.9,1.8,1.95,1.8,2,1.73,2.09,1.85,1.91,1.8,2.09,1.93,1.95,1.79,Shanghai Masters,Chardy,Baghdatis,1
2368,56,Shanghai,Shanghai Masters,10/11/2010,Masters 1000,Outdoor,Hard,1st Round,3,De Bakker T.,Verdasco F.,47,9,980,3330,7,6,7,5,,,,,,,2,0,Completed,3,1.36,2.8,1.4,2.75,1.4,3.3,1.4,2.75,1.4,3.35,1.45,2.88,1.39,Shanghai Masters,De,Verdasco,0
2369,56,Shanghai,Shanghai Masters,10/11/2010,Masters 1000,Outdoor,Hard,1st Round,3,Zverev M.,Stakhovsky S.,118,34,457,1209,6,1,4,6,7,6,,,,,2,1,Completed,1.9,1.8,1.87,1.87,2,1.73,2.07,1.87,1.83,1.83,2.07,1.9,1.92,1.82,Shanghai Masters,Zverev,Stakhovsky,1
2370,56,Shanghai,Shanghai Masters,10/11/2010,Masters 1000,Outdoor,Hard,1st Round,3,Wawrinka S.,Simon G.,21,39,1765,1100,6,4,6,1,,,,,,,2,0,Completed,1.9,1.8,1.95,1.8,1.83,1.83,1.98,1.94,1.83,1.83,2,27,1.88,2.28,Shanghai Masters,Wawrinka,Simon,1
2371,56,Shanghai,Shanghai Masters,10/11/2010,Masters 1000,Outdoor,Hard,1st Round,3,Monaco J.,Serra F.,41,70,1085,706,6,4,7,6,,,,,,,2,0,Completed,2,1.72,1.95,1.8,1.83,1.83,2.11,1.83,1.83,1.83,2.13,1.9,1.94,1.79,Shanghai Masters,Monaco,Serra,1
2372,56,Shanghai,Shanghai Masters,10/12/2010,Masters 1000,Outdoor,Hard,1st Round,3,Gimeno-Traver D.,Istomin D.,60,44,813,1051,3,6,6,3,6,3,,,,,2,1,Completed,2.5,1.5,,,2.5,1.5,2.65,1.56,2.5,1.5,2.74,1.57,2.5,1.5,Shanghai Masters,Gimeno-Traver,Istomin,0
2373,56,Shanghai,Shanghai Masters,10/12/2010,Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Kubot L.,20,65,1850,745,4,6,7,6,7,6,,,,,2,1,Completed,1.08,7,1.11,6,1.14,5,1.14,7.06,1.14,5,1.14,7.4,1.12,6.05,Shanghai Masters,Isner,Kubot,1
2374,56,Shanghai,Shanghai Masters,10/12/2010,Masters 1000,Outdoor,Hard,1st Round,3,Bai Y.,Stepanek R.,465,30,74,1325,6,3,6,4,,,,,,,2,0,Completed,9,1.05,6,1.1,8.5,1.05,12,1.06,7,1.07,13.75,1.1,8.76,1.06,Shanghai Masters,Bai,Stepanek,1
2375,56,Shanghai,Shanghai Masters,10/12/2010,Masters 1000,Outdoor,Hard,1st Round,3,Roddick A.,Kohlschreiber P.,11,32,3225,1215,6,3,2,1,,,,,,,1,0,Retired,1.38,2.87,1.4,2.8,1.4,2.75,1.5,2.83,1.4,2.75,1.5,2.91,1.42,2.76,Shanghai Masters,Roddick,Kohlschreiber,1
2376,56,Shanghai,Shanghai Masters,10/12/2010,Masters 1000,Outdoor,Hard,1st Round,3,Tipsarevic J.,Golubev A.,37,33,1130,1210,6,3,6,4,,,,,,,2,0,Completed,1.61,2.2,1.65,2.15,1.67,2.1,1.72,2.28,1.67,2.1,1.77,2.3,1.66,2.17,Shanghai Masters,Tipsarevic,Golubev,1
2377,56,Shanghai,Shanghai Masters,10/12/2010,Masters 1000,Outdoor,Hard,1st Round,3,Ljubicic I.,Zhang Z.,17,308,2190,141,5,7,6,3,6,4,,,,,2,1,Completed,1.06,8,1.1,6,1.08,7,1.08,10.5,1.07,7,1.1,10.5,1.07,8.03,Shanghai Masters,Ljubicic,Zhang,1
2378,56,Shanghai,Shanghai Masters,10/12/2010,Masters 1000,Outdoor,Hard,1st Round,3,Ferrer D.,Llodra M.,10,28,3280,1345,7,6,6,1,,,,,,,2,0,Completed,1.25,3.75,1.28,3.49,1.33,3.25,1.27,4.26,1.29,3.25,1.35,4.3,1.27,3.61,Shanghai Masters,Ferrer,Llodra,1
2379,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,1st Round,3,Bellucci T.,Ilhan M.,25,103,1455,535,6,1,2,6,7,6,,,,,2,1,Completed,1.57,2.25,1.55,2.35,1.57,2.25,1.69,2.33,1.62,2.2,1.73,2.38,1.63,2.23,Shanghai Masters,Bellucci,Ilhan,1
2380,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,1st Round,3,Mayer F.,Anderson K.,48,64,966,755,6,2,6,2,,,,,,,2,0,Completed,2.2,1.61,2.25,1.6,2.25,1.57,2.25,1.75,2.2,1.62,2.38,1.75,2.2,1.64,Shanghai Masters,Mayer,Anderson,1
2381,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,Gulbis E.,31,26,1305,1450,6,1,6,4,,,,,,,2,0,Completed,1.57,2.25,1.65,2.15,1.73,2,1.7,2.31,1.73,2,1.77,2.35,1.67,2.15,Shanghai Masters,Gasquet,Gulbis,1
2382,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,1st Round,3,Querrey S.,Berrer M.,24,50,1545,950,6,3,7,6,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.4,2.75,1.4,3.28,1.44,2.63,1.45,3.38,1.39,2.88,Shanghai Masters,Querrey,Berrer,1
2383,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,1st Round,3,Monfils G.,Becker B.,14,61,2370,807,6,1,7,5,,,,,,,2,0,Completed,1.28,3.5,1.3,3.3,1.3,3.4,1.33,3.75,1.25,3.5,1.36,3.95,1.3,3.38,Shanghai Masters,Monfils,Becker,1
2384,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,1st Round,3,Seppi A.,Cilic M.,58,15,855,2330,6,2,6,2,,,,,,,2,0,Completed,4.33,1.2,4,1.22,3.5,1.29,4.22,1.28,3.25,1.29,4.33,1.29,3.81,1.25,Shanghai Masters,Seppi,Cilic,1
2385,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,1st Round,3,Lu Y.H.,Wu D.,42,399,1080,96,6,1,6,4,,,,,,,2,0,Completed,1.08,7,1.1,6.25,1.1,6.5,1.11,8.19,1.1,6,1.13,8.19,1.1,6.6,Shanghai Masters,Lu,Wu,0
2386,56,Shanghai,Shanghai Masters,10/12/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Berdych T.,Robredo T.,7,43,3715,1075,6,0,6,4,,,,,,,2,0,Completed,1.44,2.62,1.45,2.6,1.5,2.5,1.45,3.05,1.5,2.5,1.53,3.05,1.45,2.66,Shanghai Masters,Berdych,Robredo,1
2387,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Chardy J.,Dolgopolov O.,59,55,820,897,6,1,5,7,6,2,,,,,2,1,Completed,1.57,2.25,1.65,2.15,1.57,2.25,1.68,2.36,1.53,2.38,1.7,2.38,1.61,2.25,Shanghai Masters,Chardy,Dolgopolov,1
2388,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Melzer J.,Gimeno-Traver D.,12,60,2560,813,6,3,7,6,,,,,,,2,0,Completed,1.33,3.25,1.35,3,1.36,3,1.38,3.39,1.36,2.88,1.38,3.7,1.34,3.19,Shanghai Masters,Melzer,Gimeno-Traver,0
2389,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Ljubicic I.,2,17,7145,2190,6,3,6,3,,,,,,,2,0,Completed,1.12,5.5,1.14,5.05,1.13,5.5,1.16,6.23,1.17,5,1.18,6.4,1.14,5.4,Shanghai Masters,Djokovic,Ljubicic,1
2390,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Soderling R.,Tipsarevic J.,5,37,4825,1130,6,3,7,6,,,,,,,2,0,Completed,1.4,2.75,1.5,2.45,1.44,2.63,1.48,2.9,1.4,2.75,1.5,2.9,1.45,2.66,Shanghai Masters,Soderling,Tipsarevic,1
2391,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Bai Y.,4,465,5125,74,6,2,6,2,,,,,,,2,0,Completed,1.01,13,1.03,10.13,1.02,11,1.03,19,1.03,11,1.04,20.83,1.02,13,Shanghai Masters,Murray,Bai,1
2392,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Garcia-Lopez G.,Roddick A.,35,11,1175,3225,3,6,3,2,,,,,,,0,1,Retired,4,1.22,3.35,1.28,3.75,1.25,4.18,1.28,3.5,1.29,4.25,1.3,3.8,1.25,Shanghai Masters,Garcia-Lopez,Roddick,0
2393,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Nadal R.,Wawrinka S.,1,21,12390,1765,6,4,6,4,,,,,,,2,0,Completed,1.16,4.5,1.25,3.75,1.22,4,1.22,4.96,1.2,4.5,1.25,5.25,1.2,4.39,Shanghai Masters,Nadal,Wawrinka,1
2394,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Seppi A.,Lu Y.H.,58,42,855,1080,7,6,6,3,,,,,,,2,0,Completed,1.72,2,1.8,1.95,1.67,2.1,1.9,2.03,1.73,2,1.9,2.2,1.75,2,Shanghai Masters,Seppi,Lu,0
2395,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Gasquet R.,Monfils G.,31,14,1305,2370,6,4,3,6,6,4,,,,,2,1,Completed,2.2,1.61,2.35,1.55,2.2,1.62,2.43,1.65,2.2,1.62,2.43,1.75,2.2,1.62,Shanghai Masters,Gasquet,Monfils,1
2396,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Tsonga J.W.,Querrey S.,13,24,2390,1545,7,6,6,1,,,,,,,2,0,Completed,,,,,,,,,1.67,2.1,1.89,2.2,1.71,2.12,Shanghai Masters,Tsonga,Querrey,0
2397,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Ferrer D.,Bellucci T.,10,25,3280,1455,7,6,6,3,,,,,,,2,0,Completed,,,,,,,,,,,1.28,4.33,1.23,3.66,Shanghai Masters,Ferrer,Bellucci,1
2398,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Mayer F.,Youzhny M.,48,8,966,3345,6,4,6,7,6,1,,,,,2,1,Completed,,,,,,,,,3.25,1.29,3.25,1.5,2.96,1.38,Shanghai Masters,Mayer,Youzhny,1
2399,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Monaco J.,De Bakker T.,41,47,1085,980,2,6,6,3,6,4,,,,,2,1,Completed,2.37,1.53,2.25,1.6,2.25,1.57,2.61,1.57,2.38,1.53,2.61,1.61,2.42,1.54,Shanghai Masters,Monaco,De,0
2400,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev M.,Davydenko N.,118,6,457,3945,6,4,7,6,,,,,,,2,0,Completed,4.5,1.16,4.25,1.2,4.33,1.2,5.17,1.21,4.5,1.17,5.4,1.2,4.63,1.18,Shanghai Masters,Zverev,Davydenko,1
2401,56,Shanghai,Shanghai Masters,10/13/2010,Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Isner J.,3,20,6735,1850,6,3,6,4,,,,,,,2,0,Completed,1.12,5.5,1.14,5.05,1.11,6,1.17,6.16,1.14,5.5,1.18,6.16,1.14,5.41,Shanghai Masters,Federer,Isner,1
2402,56,Shanghai,Shanghai Masters,10/14/2010,Masters 1000,Outdoor,Hard,3rd Round,3,Murray A.,Chardy J.,4,59,5125,820,6,3,6,4,,,,,,,2,0,Completed,1.14,5,1.16,4.7,1.14,5,1.19,5.46,1.14,5.5,1.19,5.54,1.16,5.02,Shanghai Masters,Murray,Chardy,1
2403,56,Shanghai,Shanghai Masters,10/14/2010,Masters 1000,Outdoor,Hard,3rd Round,3,Garcia-Lopez G.,Berdych T.,35,7,1175,3715,7,6,6,3,,,,,,,2,0,Completed,3,1.36,3,1.35,3.25,1.33,3.33,1.39,3,1.36,3.33,1.42,3.05,1.36,Shanghai Masters,Garcia-Lopez,Berdych,0
2404,56,Shanghai,Shanghai Masters,10/14/2010,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Gasquet R.,2,31,7145,1305,6,1,6,1,,,,,,,2,0,Completed,1.14,5,1.2,4.25,1.2,4.33,1.18,5.88,1.17,5,1.21,6.1,1.17,4.82,Shanghai Masters,Djokovic,Gasquet,1
2405,56,Shanghai,Shanghai Masters,10/14/2010,Masters 1000,Outdoor,Hard,3rd Round,3,Tsonga J.W.,Mayer F.,13,48,2390,966,7,5,6,3,,,,,,,2,0,Completed,1.36,3,1.35,3,1.36,3,1.4,3.28,1.36,3,1.42,3.5,1.36,3.05,Shanghai Masters,Tsonga,Mayer,0
2406,56,Shanghai,Shanghai Masters,10/14/2010,Masters 1000,Outdoor,Hard,3rd Round,3,Soderling R.,Ferrer D.,5,10,4825,3280,7,5,6,4,,,,,,,2,0,Completed,1.61,2.2,1.66,2.15,1.57,2.25,1.69,2.33,1.67,2.2,1.75,2.33,1.66,2.15,Shanghai Masters,Soderling,Ferrer,1
2407,56,Shanghai,Shanghai Masters,10/14/2010,Masters 1000,Outdoor,Hard,3rd Round,3,Melzer J.,Nadal R.,12,1,2560,12390,6,1,3,6,6,3,,,,,2,1,Completed,8,1.06,6.75,1.08,7,1.08,9.95,1.09,7.5,1.08,10.5,1.1,8.27,1.07,Shanghai Masters,Melzer,Nadal,1
2408,56,Shanghai,Shanghai Masters,10/14/2010,Masters 1000,Outdoor,Hard,3rd Round,3,Monaco J.,Zverev M.,41,118,1085,457,6,0,6,2,,,,,,,2,0,Completed,1.66,2.1,1.75,2,1.83,1.83,1.69,2.33,1.73,2.1,1.83,2.33,1.73,2.05,Shanghai Masters,Monaco,Zverev,1
2409,56,Shanghai,Shanghai Masters,10/14/2010,Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Seppi A.,3,58,6735,855,6,3,6,4,,,,,,,2,0,Completed,1.04,10,1.06,7.75,1.04,9,1.06,12.5,1.05,9,1.07,14,1.05,9.82,Shanghai Masters,Federer,Seppi,1
2410,56,Shanghai,Shanghai Masters,10/15/2010,Masters 1000,Outdoor,Hard,Quarterfinals,3,Murray A.,Tsonga J.W.,4,13,5125,2390,6,2,6,2,,,,,,,2,0,Completed,1.3,3.4,1.35,3.05,1.33,3.25,1.38,3.38,1.33,3.25,1.4,3.5,1.33,3.22,Shanghai Masters,Murray,Tsonga,0
2411,56,Shanghai,Shanghai Masters,10/15/2010,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Garcia-Lopez G.,2,35,7145,1175,6,2,6,3,,,,,,,2,0,Completed,1.06,8,1.11,6,1.1,6.5,1.1,9.2,1.1,7,1.12,9.2,1.09,7.13,Shanghai Masters,Djokovic,Garcia-Lopez,0
2412,56,Shanghai,Shanghai Masters,10/15/2010,Masters 1000,Outdoor,Hard,Quarterfinals,3,Monaco J.,Melzer J.,41,12,1085,2560,6,7,7,5,6,2,,,,,2,1,Completed,3.75,1.25,3.3,1.3,3.75,1.25,3.64,1.34,3.75,1.25,3.9,1.35,3.55,1.28,Shanghai Masters,Monaco,Melzer,1
2413,56,Shanghai,Shanghai Masters,10/15/2010,Masters 1000,Outdoor,Hard,Quarterfinals,3,Federer R.,Soderling R.,3,5,6735,4825,6,1,6,1,,,,,,,2,0,Completed,1.28,3.5,1.33,3.1,1.3,3.4,1.34,3.64,1.29,3.5,1.37,3.7,1.31,3.36,Shanghai Masters,Federer,Soderling,1
2414,56,Shanghai,Shanghai Masters,10/16/2010,Masters 1000,Outdoor,Hard,Semifinals,3,Murray A.,Monaco J.,4,41,5125,1085,6,4,6,1,,,,,,,2,0,Completed,1.08,7.5,1.12,5.64,1.13,5.5,1.13,7.94,1.1,7,1.13,8.02,1.11,6.55,Shanghai Masters,Murray,Monaco,1
2415,56,Shanghai,Shanghai Masters,10/16/2010,Masters 1000,Outdoor,Hard,Semifinals,3,Federer R.,Djokovic N.,3,2,6735,7145,7,5,6,4,,,,,,,2,0,Completed,1.66,2.2,1.65,2.15,1.67,2.1,1.73,2.26,1.67,2.2,1.8,2.41,1.68,2.14,Shanghai Masters,Federer,Djokovic,1
2416,56,Shanghai,Shanghai Masters,10/17/2010,Masters 1000,Outdoor,Hard,The Final,3,Murray A.,Federer R.,4,3,5125,6735,6,3,6,2,,,,,,,2,0,Completed,2.75,1.44,2.6,1.45,2.63,1.44,2.95,1.47,2.88,1.4,3.15,1.48,2.76,1.43,Shanghai Masters,Murray,Federer,1
2417,57,Moscow,Kremlin Cup,10/18/2010,ATP250,Indoor,Hard,1st Round,3,Stakhovsky S.,Russell M.,35,87,1199,621,6,4,3,6,7,5,,,,,2,1,Completed,1.25,3.75,1.25,3.75,1.29,3.5,1.26,4.47,1.22,3.75,1.33,4.47,1.28,3.59,Moscow,Stakhovsky,Russell,1
2418,57,Moscow,Kremlin Cup,10/18/2010,ATP250,Indoor,Hard,1st Round,3,Starace P.,Gabashvili T.,55,102,905,553,3,6,7,5,6,1,,,,,2,1,Completed,2.62,1.4,2.5,1.5,2.63,1.44,2.97,1.47,2.75,1.4,3,1.53,2.68,1.44,Moscow,Starace,Gabashvili,1
2419,57,Moscow,Kremlin Cup,10/18/2010,ATP250,Indoor,Hard,1st Round,3,Troicki V.,Tursunov D.,43,262,1020,173,5,7,6,4,6,3,,,,,2,1,Completed,1.4,2.75,1.5,2.45,1.44,2.63,1.51,2.81,1.5,2.5,1.51,2.83,1.48,2.62,Moscow,Troicki,Tursunov,1
2420,57,Moscow,Kremlin Cup,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Dolgopolov O.,Belyaev I.,56,334,902,127,6,2,6,4,,,,,,,2,0,Completed,,,,,1.33,3.25,1.32,3.78,,,1.37,3.78,1.31,3.4,Moscow,Dolgopolov,Belyaev,1
2421,57,Moscow,Kremlin Cup,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Crivoi V.,Kuznetsov A.,176,234,292,211,7,6,6,3,,,,,,,2,0,Completed,2,1.72,1.95,1.8,1.83,1.83,2.03,1.9,,,2.15,1.9,1.98,1.77,Moscow,Crivoi,Kuznetsov,1
2422,57,Moscow,Kremlin Cup,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Chardy J.,74,49,669,925,6,2,6,4,,,,,,,2,0,Completed,2.62,1.44,2.5,1.5,2.63,1.44,2.62,1.57,2.5,1.5,2.8,1.57,2.52,1.5,Moscow,Kukushkin,Chardy,1
2423,57,Moscow,Kremlin Cup,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Cuevas P.,Brands D.,71,73,690,678,6,2,7,6,,,,,,,2,0,Completed,2.37,1.53,2.15,1.65,2.1,1.67,2.47,1.63,1.83,1.83,2.47,1.73,2.24,1.62,Moscow,Cuevas,Brands,1
2424,57,Moscow,Kremlin Cup,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Istomin D.,Marchenko I.,46,76,996,661,6,7,6,2,6,2,,,,,2,1,Completed,1.57,2.25,1.6,2.25,1.62,2.2,1.68,2.36,1.53,2.38,1.69,2.45,1.62,2.24,Moscow,Istomin,Marchenko,1
2425,57,Moscow,Kremlin Cup,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Stepanek R.,Hanescu V.,37,51,1155,915,7,6,6,3,,,,,,,2,0,Completed,1.53,2.37,1.5,2.5,1.5,2.5,1.66,2.39,1.57,2.25,1.66,2.6,1.55,2.38,Moscow,Stepanek,Hanescu,1
2426,57,Moscow,Kremlin Cup,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Kunitsyn I.,Andreev I.,118,85,475,632,6,4,7,6,,,,,,,2,0,Completed,1.9,1.8,1.87,1.87,2,1.73,2.03,1.91,2,1.73,2.2,1.91,1.98,1.77,Moscow,Kunitsyn,Andreev,1
2427,57,Moscow,Kremlin Cup,10/19/2010,ATP250,Indoor,Hard,1st Round,3,Golubev A.,Gonzalez M.,34,152,1200,356,6,3,6,2,,,,,,,2,0,Completed,1.16,4.5,1.2,4.25,1.22,4,1.21,5.17,1.22,3.75,1.29,5.3,1.2,4.46,Moscow,Golubev,Gonzalez,1
2428,57,Moscow,Kremlin Cup,10/20/2010,ATP250,Indoor,Hard,1st Round,3,Zeballos H.,Tipsarevic J.,89,38,600,1130,4,6,6,4,6,3,,,,,2,1,Completed,3,1.36,3,1.35,4.5,1.17,3.08,1.44,3.75,1.22,5.05,1.46,3.76,1.26,Moscow,Zeballos,Tipsarevic,1
2429,57,Moscow,Kremlin Cup,10/20/2010,ATP250,Indoor,Hard,2nd Round,3,Stepanek R.,Kukushkin M.,37,74,1155,669,6,3,6,2,,,,,,,2,0,Completed,1.8,1.9,1.95,1.8,1.8,1.91,2.06,1.86,1.91,1.8,2.16,2,1.88,1.85,Moscow,Stepanek,Kukushkin,1
2430,57,Moscow,Kremlin Cup,10/20/2010,ATP250,Indoor,Hard,2nd Round,3,Baghdatis M.,Starace P.,19,55,1930,905,6,4,6,3,,,,,,,2,0,Completed,1.25,3.75,1.25,3.75,1.22,4,1.26,4.43,1.22,3.75,1.3,4.43,1.24,3.84,Moscow,Baghdatis,Starace,1
2431,57,Moscow,Kremlin Cup,10/20/2010,ATP250,Indoor,Hard,2nd Round,3,Cuevas P.,Davydenko N.,71,11,690,2955,7,6,7,6,,,,,,,2,0,Completed,4.5,1.16,4.55,1.17,5,1.14,4.81,1.23,4.5,1.17,5.25,1.23,4.71,1.18,Moscow,Cuevas,Davydenko,1
2432,57,Moscow,Kremlin Cup,10/21/2010,ATP250,Indoor,Hard,2nd Round,3,Zeballos H.,Crivoi V.,89,176,600,292,7,5,7,6,,,,,,,2,0,Completed,1.5,2.5,1.5,2.5,1.53,2.38,1.58,2.58,1.5,2.5,1.68,2.58,1.55,2.39,Moscow,Zeballos,Crivoi,1
2433,57,Moscow,Kremlin Cup,10/21/2010,ATP250,Indoor,Hard,2nd Round,3,Dolgopolov O.,Stakhovsky S.,56,35,902,1199,6,2,7,6,,,,,,,2,0,Completed,1.66,2.1,1.7,2.08,1.73,2,1.79,2.17,2.2,1.62,1.85,2.19,1.73,2.04,Moscow,Dolgopolov,Stakhovsky,1
2434,57,Moscow,Kremlin Cup,10/21/2010,ATP250,Indoor,Hard,2nd Round,3,Istomin D.,Mathieu P.H.,46,108,996,514,1,6,7,5,6,3,,,,,2,1,Completed,1.57,2.25,1.6,2.25,1.62,2.2,1.74,2.26,1.62,2.2,1.74,2.47,1.64,2.21,Moscow,Istomin,Mathieu,0
2435,57,Moscow,Kremlin Cup,10/21/2010,ATP250,Indoor,Hard,2nd Round,3,Kunitsyn I.,Golubev A.,118,34,475,1200,6,4,7,5,,,,,,,2,0,Completed,2.37,1.53,2.25,1.6,2.2,1.62,2.5,1.61,2.2,1.62,2.69,1.63,2.31,1.58,Moscow,Kunitsyn,Golubev,1
2436,57,Moscow,Kremlin Cup,10/21/2010,ATP250,Indoor,Hard,2nd Round,3,Troicki V.,Tsonga J.W.,43,13,1020,2480,3,6,6,3,7,5,,,,,2,1,Completed,2.37,1.53,2.15,1.65,2.38,1.53,2.36,1.68,2.5,1.53,2.73,1.71,2.26,1.61,Moscow,Troicki,Tsonga,0
